,drug_cod,drug_x,provider_code,provider_drug_cod,code,drug_y
2261,12746, Панцеф 100мг/5мл 100мл гран д/сусп д/приема внутрь,0000000000000000000017987,2014,17987,Панцеф гран. д/сусп. 100 мл. (53 г) х1
2262,1470, Флебодиа 600мг №30 тб пл/о,0000000000000000000010581,2014,10581,Флебодиа 600 табл. п/о плен 600 мг х30
2263,3100, Амигренин 100мг №2 тб,0000000000000000000012598,2014,12598,Амигренин табл. п/о плен 100 мг х2
2264,14665, Элицея Ку-таб 10мг №28 тб дисперг в полости рта,0000000000000000000043349,2014,43349,Элицея Ку-таб табл. дисперг. в полости рта 10 мг х28
2265,9229, Аджисепт ананас №24 тб д/рассас,0000000000000000000013183,2014,13183,Аджисепт /ананас/ табл. д/рассас. х24
2266,9284, Зубная паста Пародонтакс Бережное отбеливание 75мл,0000000000000000000017904,2014,17904,Пародонтакс Бережное Отбеливание Зубн.паста 75 мл. х1
2267,2302, Ципролет 500мг №10 тб пл/о,0000000000000000000003383,2014,3383,Ципролет табл. п/о плен 500 мг х10
2268,2302, Ципролет 500мг №10 тб пл/о,0000000000000000000003383,2014,3383,Ципролет табл. п/о плен 500 мг х10
2269,9300, Д-Пантенол 5% 50г мазь,0000000000000000000017880,2014,17880,Д-Пантенол мазь 5% туба 50 г. х1
2270,3560, Биотредин №30 тб,0000000000000000000005715,2014,5715,Биотредин табл. 105 мг х30
2271,3560, Биотредин №30 тб,0000000000000000000005715,2014,5715,Биотредин табл. 105 мг х30
2272,10511, Толперизон-OBL 150мг №30 тб пл/о,0000000000000000000020870,2014,20870,Толперизон-OBL табл. п/о плен 150 мг х30
2273,10507, Проктозан №10 супп рект ,0000000000000000000012443,2014,12443,Проктозан супп рект. х10
2274,10549, Магнелис В6 №90 тб п/о,0000000000000000000015344,2014,15344,Магнелис B6 табл. п/о банка х90
2275,13512, Калия хлорид 40мг/мл 10мл №10 амп конц д/приг р-ра д/инф,0000000000000000000040916,2014,40916,Калия хлорид конц. д/приг. р-ра д/инф 40 мг/мл амп 10 мл х10
2276,9063, Индоколлир капли глазные 0.1% 5мл фл-кап,0000000000000000000013812,2014,13812,Индоколлир капли глаз. 0.1 % фл/кап 5 мл. х1
2277,1838, Холосас 300г №1 фл сироп,0000000000000000000004321,2014,4321,Холосас сироп фл. 300 г. х1
2278,1920, Доктор Мом №20 пастилки (апельсин),0000000000000000000004091,2014,4091,Доктор МОМ /апельсин/ пастилки от кашля х20
2279,1920, Доктор Мом №20 пастилки (апельсин),0000000000000000000004091,2014,4091,Доктор МОМ /апельсин/ пастилки от кашля х20
2280,1938, Спазган 500мг №20 тб,0000000000000000000003891,2014,3891,Спазган табл. х20
2281,1948, Йодомарин 100 100мкг №100 тб,0000000000000000000000303,2014,303,Йодомарин 100 табл. 0.1 мг х100
2282,9617, Форадил 12мкг №60 капс с порошком д/инг + инг-р,0000000000000000000015951,2014,15951,Форадил капс. с порошком д/инг. и устр. д/инг Аэролайзер  12 мкг х60
2283,1817," Манинил_1,75 1,75мг №120 тб",0000000000000000000000308,2014,308,Манинил табл. 1.75 мг х120
2284,1836, Стоптуссин 4мг/100мг №20 тб,0000000000000000000000901,2014,901,Стоптуссин табл. 4 мг+100 мг х20
2285,1854, Травокорт 15г №1 крем туба,0000000000000000000003997,2014,3997,Травокорт крем 15 г. х1
2286,14641, Бравадин 5мг №56 тб покр пл/о,0000000000000000000039784,2014,39784,Бравадин табл п/о плен 5 мг х56
2287,2277," Синафлан 0,025% 10г №1 мазь туба",0000000000000000000002067,2014,2067,Синафлан мазь 0.025 % туба 10 г. х1
2288,2277," Синафлан 0,025% 10г №1 мазь туба",0000000000000000000002067,2014,2067,Синафлан мазь 0.025 % туба 10 г. х1
2289,2291, Седалит 300мг №50 тб пл/о,0000000000000000000001283,2014,1283,Седалит табл. п/о плен 300 мг х50
2290,2309, Ирунин 100мг №10 капс,0000000000000000000005932,2014,5932,Ирунин капс. 100 мг х10
2291,2309, Ирунин 100мг №10 капс,0000000000000000000005932,2014,5932,Ирунин капс. 100 мг х10
2292,2313, Аскорбиновая к-та 50мг №200 драже,0000000000000000000004662,2014,4662,Аскорбиновая к-та драже 50 мг х200
2293,2313, Аскорбиновая к-та 50мг №200 драже,0000000000000000000004662,2014,4662,Аскорбиновая к-та драже 50 мг х200
2294,1708, Эгилок 25мг №60 тб,0000000000000000000000637,2014,637,Эгилок табл. 25 мг х60
2295,1748, Пентоксифиллин 100мг №60 тб кшчр,0000000000000000000000754,2014,754,Пентоксифиллин табл. п/о киш.раст. 100 мг х60
2296,9113, Ремо-вакс капли ушн 10мл фл ,0000000000000000000012347,2014,12347,Ремо-вакс капли ушн. фл. 10 мл. х1
2297,9612, Триттико 150мг №20 тб пролонг действ,0000000000000000000015530,2014,15530,Триттико пролонг. табл. 150 мг х20
2298,9624, Сонапакс 10мг №60 тб п/о,0000000000000000000020213,2014,20213,Сонапакс табл. п/о 10 мг х60
2299,9065, Фурагин 50мг №30 тб,0000000000000000000019507,2014,19507,Фурагин табл. 50 мг х30
2300,1812, Пикамилон 50мг №30 тб,0000000000000000000005473,2014,5473,Пикамилон табл. 50 мг х30
2301,1831, Глицин 100мг №50 тб подъязычн,0000000000000000000005717,2014,5717,Глицин табл. подъязычн. 100 мг х50
2302,1831, Глицин 100мг №50 тб подъязычн,0000000000000000000005717,2014,5717,Глицин табл. подъязычн. 100 мг х50
2303,1848, Нимесил 100мг 2г №30 гранулы д/приг р-ра,0000000000000000000000332,2014,332,Нимесил гран. д/сусп. 100 мг пак. 2 г. х30
2304,9894," Нолипрел А 2,5мг+0,625мг №30 тб пл/о",0000000000000000000021798,2014,21798,"Нолипрел А табл. п/о плен 2.5 +0,625мг. фл. х30"
2305,9039, Метиндол ретард 75мг №25 тб,0000000000000000000017700,2014,17700,Метиндол ретард табл. пролонг. 75 мг х25
2306,4066, Пантенол 130г №1 аэр,0000000000000000000000497,2014,497,Пантенолспрей аэроз. 4.63 % 130 г. х1
2307,14169, Сульфасалазин ЕН 500мг №50 тб п кшчр о,0000000000000000000042120,2014,42120,Сульфасалазин-ЕН табл. п/о киш.раст. 500 мг х50
2308,14243, Селектра 10мг №56 тб пл/о ,0000000000000000000041544,2014,41544,Селектра табл. п/о плен 10 мг х56
2309,14264, Торасемид - СЗ 10мг №60 тб,0000000000000000000042148,2014,42148,Торасемид-СЗ табл 10 мг х60
2310,14315, Лошадиная доза с хондроитином+глюкозамин 200мл №1 крем д/тела ,0000000000000000000042601,2014,42601,Лошадиная доза крем д/суставов Хондроитин/глюкозамин 200 мл х1
2311,9189, Ополаскиватель д/чувств зубов Сенсодин 300мл,0000000000000000000015839,2014,15839,Сенсодин ополаскиватель (б/спирта) 300 мл. х1
2312,4310," Омник Окас 0,4мг №10 капс",0000000000000000000009798,2014,9798,Омник Окас табл. п/о 0.4 мг (с контролир. высв.) х10
2313,6146, Кларитромицин 250мг №10 тб пл/о,0000000000000000000016164,2014,16164,Кларитромицин табл. п/о плен. 250 мг х10
2314,6163, Раунатин 2мг №50 тб п/о,0000000000000000000014155,2014,14155,Раунатин табл. п/о 2 мг х50
2315,6178, Ларипронт №20 тб д/расс,0000000000000000000012157,2014,12157,Ларипронт табл. д/рассас. х20
2316,6182," Энам 2,5мг №20 тб",0000000000000000000003380,2014,3380,Энам табл. 2.5 мг х20
2317,4870, Проноран 50мг №30 тб п/о с контрол высв,0000000000000000000017587,2014,17587,Проноран контр. высв табл. п/о 50 мг х30
2318,8986, Проноран 50мг №30 тб п/о с контрол высв,0000000000000000000017587,2014,17587,Проноран контр. высв табл. п/о 50 мг х30
2319,14066," Варфарин 2,5мг №50 тб",0000000000000000000041950,2014,41950,Варфарин Никомед табл. 2.5 мг х50
2320,14114," Лозап плюс 50мг+12,5мг №30 тб пл/о",0000000000000000000012020,2014,12020,Лозап Плюс табл. п/о плен уп.яч.конт (50мг + 12.5мг) х30
2321,14129, Дюфастон 10мг №20 тб п/о,0000000000000000000041901,2014,41901,Дюфастон табл п/о 10 мг х20
2322,14159, Каметон 45г №1 аэр,0000000000000000000001301,2014,1301,Каметон аэроз. 45 г. х1
2323,14255," Лозап плюс 50мг+12,5мг №60 тб пл/о",0000000000000000000042207,2014,42207,Лозап Плюс табл. п/о плен уп.яч.конт (50мг + 12.5мг) х60
2324,14302, L-Тироксин 150 Берлин-Хеми 150мкг №100 тб,0000000000000000000013973,2014,13973,L-Тироксин Берлин-Хеми табл. 150 мкг х100
2325,4599," Метотрексат-Эбеве 2,5мг №50 тб",0000000000000000000009588,2014,9588,Метотрексат-Эбеве табл. 2.5 мг х50
2326,9173, Зовиракс 5% 5г №1крем для наружного применения  туба,0000000000000000000019623,2014,19623,Зовиракс крем 5 % туба 5 г. х1
2327,9795, Экселон 3мг №28 капс,0000000000000000000015545,2014,15545,Экселон капс. 3 мг х28
2328,9810, Компливит Кальций Д3 №100 тб жев апельсин,0000000000000000000011768,2014,11768,Компливит Кальций Д3 /апельсин/ табл. жев. пачка х100
2329,9021, Перчатки смотр латекс диагностич н/ст опудр №50 (пар) L,0000000000000000000011253,2014,11253,Перчатки латексн. смотр. нестерильн. опудр. большие пара х50
2330,9044, Супрастинекс 5мг №14 тб пл/о,0000000000000000000018966,2014,18966,Супрастинекс табл. п/о плен 5 мг х14
2331,8964," Нитроглицерин 0,5мг №40 тб",0000000000000000000011429,2014,11429,Нитроглицерин табл. подъязычн. 0.5 мг х40
2332,4072, Пикамилон 20мг № 30 тб,0000000000000000000004677,2014,4677,Пикамилон табл. 20 мг х30
2333,14133, Простамол Уно 320мг №30 капс,0000000000000000000042224,2014,42224,Простамол Уно капс. 320 мг х30
2334,14205, Аквалор форте р-р интраназ 125мл бал аэр,0000000000000000000018894,2014,18894,Аквалор Форте ср-во д/орош. и пром. полости носа фл. 125 мл. х1
2335,14267," Ихтиол 10% 25,0 мазь ",0000000000000000000012339,2014,12339,Ихтиол мазь 10 % банка 25 г. х1
2336,14291, Линкас 120мл №1 фл сироп от кашля,0000000000000000000022583,2014,22583,Линкас сироп фл. 120 мл. (мерн. колпачок) х1
2337,4958, Кордафлекс 10мг №100 тб п/о ,0000000000000000000000624,2014,624,Кордафлекс табл. п/о 10 мг фл. х100
2338,13426, Лиотон 1000 1'000МЕ/г 100г гель наруж,0000000000000000000013847,2014,13847,Лиотон 1000 гель наруж.пр. 1000 МЕ/г туба 100 г. х1
2339,13285, Диафлекс-Ромфарм 50мг №30  капс,0000000000000000000021334,2014,21334,Диафлекс-Ромфарм капс. 50 мг х30
2340,13688," Лориста Н 50мг+12,5мг №90 тб пл/о",0000000000000000000039811,2014,39811,"Лориста Н табл. п/о плен (12,5 мг +50 мг) х90"
2341,12662, Тералиджен Валента 5мг №25 тб пл/о,0000000000000000000038795,2014,38795,Тералиджен Валента табл. п/о плен 5 мг х25
2342,11836, Конвулекс 300мг/мл 100мл капли,0000000000000000000038522,2014,38522,Конвулекс капли д/пр.внутр 300 мг/мл фл 100 мл+ дозир. устр.. х1
2343,9178, Корега Дентал Вайт №30 отбеливающие тблетки,0000000000000000000014062,2014,14062,Корега Дентал White табл. отбелив. х30
2344,9913, Мидримакс 5мл №1 капли гл,0000000000000000000037211,2014,37211,Мидримакс капли глаз. фл-кап 5мл х1
2345,9928, Ондансетрон 2мг/мл 4мл №5 амп р-р в/м и в/в,0000000000000000000018195,2014,18195,"Ондансетрон р-р в/в, в/м 2 мг/мл амп. 4 мл. х5"
2346,4900, Ферматрон протез синовиальной жид-сти 2мл №1 шприц,0000000000000000000011867,2014,11867,Ферматрон протез синовиальной ж-ти стерильный 1% 2 мл. х1
2347,10461, Никотиновая кислота - Виал 10мг/мл 1мл №10 амп р-р д/ин ,0000000000000000000013818,2014,13818,Никотиновая к-та Виал р-р д/инъек. 1 % амп. 1 мл. х10
2348,8947, Никотиновая кислота - Виал 10мг/мл 1мл №10 амп р-р д/ин ,0000000000000000000013818,2014,13818,Никотиновая к-та Виал р-р д/инъек. 1 % амп. 1 мл. х10
2349,14290, Фуросемид 40мг №50 тб,0000000000000000000038308,2014,38308,Фуросемид табл. 40 мг х50
2350,9934, Мотилак 10мг №30 тб пл/о,0000000000000000000005892,2014,5892,Мотилак табл. п/о плен 10 мг х30
2351,10436, Гроприносин 500мг №50 тб,0000000000000000000015828,2014,15828,Гроприносин табл. 500 мг х50
2352,14294, Отривин Комплекс 600мкг+500мкг/мл 10мл спрей наз,0000000000000000000041127,2014,41127,"Отривин Комплекс спрей назал. 0,6 мг/мл+0,5 мг/мл фл. 10 мл х1"
2353,9212, Пенталгин №12 тб пл/о,0000000000000000000018348,2014,18348,Пенталгин табл. п/о плен карт.уп. (без кодеина) х12
2354,9909, Мовалис 15мг №20 тб,0000000000000000000000406,2014,406,Мовалис табл. 15 мг х20
2355,9935, Бритомар 10мг №30 тб пролонг д-я,0000000000000000000041996,2014,41996,Бритомар табл.пролонг. 10 мг х30
2356,4309, Тетрациклин 100мг №20 тб,0000000000000000000005568,2014,5568,Тетрациклин табл. п/о 100 мг х20
2357,4965, Микролакс 5мл №4 р-р д/рект введ (микроклизма),0000000000000000000009981,2014,9981,Микролакс р-р д/рект. введ 5 мл. (микроклизмы) х4
2358,15173, Галантамин Канон 12мг №56 тб пл/о,0000000000000000000044529,2014,44529,Галантамин Канон табл. п/о плен 12 мг х56
2359,12658, Утрожестан 100мг №28 капс,0000000000000000000040052,2014,40052,Утрожестан капс. 100 мг блист х28
2360,12663, Компливит Триместрум 3 Триместр №30 тб п/о,0000000000000000000018518,2014,18518,Компливит Триместрум табл. п/о пачка (3 триместр) х30
2361,11838, Лирика 25мг №14 капс,0000000000000000000022394,2014,22394,Лирика капс. 25 мг х14
2362,11840, Цитроджекс 3.8г №20 тб рств (900мг витС) туб/пл,0000000000000000000037181,2014,37181,"Цитроджекс Витамин С 900 табл. 3,8 г х 20"
2363,13204, Барсукор бальзам-крем  дет массаж 50мл ,0000000000000000000018251,2014,18251,"Барсучий жир ""Барсукор"" бальзам-крем массаж. д/дет 50 мл. х1"
2364,14598, Акридерм ГЕНТА 30г №1 мазь для нар прим-я туба,0000000000000000000020459,2014,20459,Акридерм Гента мазь туба 30 г. х1
2365,9233, Аджисепт лимон №24 тб д/рассас,0000000000000000000017948,2014,17948,Аджисепт /лимон/ табл. д/рассас. х24
2366,2308, Амбробене 30мг №20 тб,0000000000000000000001805,2014,1805,Амбробене табл. 30 мг х20
2367,2308, Амбробене 30мг №20 тб,0000000000000000000001805,2014,1805,Амбробене табл. 30 мг х20
2368,13135, Йод 5%-Леккер 5% 20мл №1 р-р спирт,0000000000000000000018208,2014,18208,Йода-Леккер+ р-р 5 % фл. 20 мл. (полимерн. кисть) х1
2369,1510, Асентра 50мг №28 тб пл/о,0000000000000000000012599,2014,12599,Асентра табл. п/о плен 50 мг х28
2370,1893, Фурагин 50мг №10 тб,0000000000000000000000689,2014,689,Фурагин табл. 50 мг х10
2371,1907, Нимулид 1% 30г №1 гель туба,0000000000000000000002448,2014,2448,Нимулид гель 1 % 30 г. х1
2372,9880, Кетонал 50мг/мл 2мл №50 амп р-р д/ин,0000000000000000000018988,2014,18988,"Кетонал р-р в/в, в/м введ 50 мг/мл амп. 2 мл. х50"
2373,4026, Аскофен П №10 тб,0000000000000000000001221,2014,1221,Аскофен-П табл. х10
2374,4026, Аскофен П №10 тб,0000000000000000000001221,2014,1221,Аскофен-П табл. х10
2375,4597, Диклофенак 50мг №20 тб покр кшчр об,0000000000000000000000707,2014,707,Диклофенак табл. п/о кишеч. 50 мг х20
2376,9193, Флемоклав Солютаб 500мг+125мг №20 тб дисп,0000000000000000000014980,2014,14980,Флемоклав Солютаб табл. дисперг. (500+125 мг) х20
2377,9920, Амоксиклав 1000мг+200мг №5 фл пор д/приг р-ра д/в/в уп,0000000000000000000021663,2014,21663,Амоксиклав пор. д/ра-ра в/в введ 1000 мг+200 мг фл. х5
2378,9931," Данцил 0,3% 5мл №1 капли гл/ушн",0000000000000000000036077,2014,36077,Данцил капли гл. и ушн. 0.3 % фл/кап 5 мл. х1
2379,13281, Валз 160мг №28 тб пл/о,0000000000000000000038711,2014,38711,Валз табл. п/о плен 160 мг х28
2380,12736, Аминазин 100мг №10 тб пл/о,0000000000000000000040475,2014,40475,Аминазин табл п/о плен 100 мг х10
2381,10505, Линекс 25мг №48 капс,0000000000000000000017950,2014,17950,Линекс капс. блист х48
2382,9103," Скин-кап 0,2% 35г аэр",0000000000000000000019551,2014,19551,Скин-кап аэроз. наружн. 0.2 % бал. 35 г. (дозир.) х1
2383,9107," Эпиген интим 0,1% 15мл спрей",0000000000000000000019522,2014,19522,"Эпиген Интим Спрей д/наруж, местн. пр бал. 15 мл. х1"
2384,9613, Диабетон МВ 60мг №30 тб модиф высв,0000000000000000000020097,2014,20097,Диабетон МВ табл. с модиф. высв. 60 мг х30
2385,13511, Этамзилат 125мг/мл 2мл №10  р-р в/в в/м,0000000000000000000041908,2014,41908,"Этамзилат р-р в/в, в/м введ 12.5 % амп. 2 мл. (блист) х10"
2386,1852, Трависил 100мл №1 фл сироп,0000000000000000000002538,2014,2538,Трависил сироп 100 мл. х1
2387,1908, Пирантел 250мг/5мл 15мл №1 сусп д/приема внутрь,0000000000000000000002436,2014,2436,Пирантел сусп. 250 мг/5мл фл. 15 мл. х1
2388,1918, Йодомарин 200 200мкг №100 тб,0000000000000000000000304,2014,304,Йодомарин 200 табл. 0.2 мг х100
2389,1936, Брал 500мг №20 тб,0000000000000000000001825,2014,1825,Брал табл. х20
2390,9848, Ацилок 25мг/мл 2мл №10 амп р-р для в/в и в/м введ,0000000000000000000020158,2014,20158,"Ацилок р-р в/в, в/м введ 25 мг/мл амп. 2 мл. (ранитидин) х10"
2391,9878, Мильгамма 2мл №10 амп т/с р-р ддя в/м введ,0000000000000000000017874,2014,17874,Мильгамма р-р в/м введ. амп. 2 мл. х10
2392,4259, Метилурациловые свечи №10,0000000000000000000005687,2014,5687,Метилурацил супп рект. 500 мг х10
2393,4038, Клион 250мг №20 тб,0000000000000000000010013,2014,10013,Клион табл. 250 мг х20
2394,4060, Облепиховое масло 500мг №10 супп рект уп,0000000000000000000006202,2014,6202,Облепиховое масло супп рект. 0.5 г. х10
2395,4093, Трентал 100мг №60 тб покр кшчр по/о,0000000000000000000000139,2014,139,Трентал табл. киш-раств. плен. об 100 мг х60
2396,14137, Мексидол 125мг №50 тб п/о,0000000000000000000042652,2014,42652,Мексидол табл. п/о плен 125 мг х50
2397,14189, Нольпаза 20мг №14 тб п/к/о,0000000000000000000023530,2014,23530,Нольпаза табл. киш-раств. об 20 мг х14
2398,14195, Суматриптан 100мг №2 тб пл/о,0000000000000000000037891,2014,37891,Суматриптан табл. п/о плен 100 мг х2
2399,14204, Аква Марис плюс спрей 30мл спрей наз,0000000000000000000041313,2014,41313,"Аква Марис Плюс Спрей назальн. фл темн. ст. с крыш.-распылит. 30 мл. х1,"
2400,9186, Зубная паста Сенсодин Тотал Кэа  с F и витаминами 50мл,0000000000000000000015861,2014,15861,Сенсодин компл. защита зубн.паста 50 мл. х1
2401,11505, Бетагистин 24мг №20 тб,0000000000000000000022756,2014,22756,Бетагистин табл. 24 мг х20
2402,5789, Эссенциале Н 50мг/мл 5мл №5 амп р-р для в/в введ,0000000000000000000000155,2014,155,Эссенциале Н р-р в/в введ. 50 мг/мл амп. 5 мл. х5
2403,13303, Гиоксизон 10г мазь туба №1 ,0000000000000000000022712,2014,22712,Гиоксизон мазь д/наруж.прим 10 мг+30мг/г 10 г. х1
2404,13690, Париет 20мг №28 тб п/к/о,0000000000000000000039922,2014,39922,Париет табл. п/о киш.раст. 20 мг х28
2405,12735, Аминазин 50мг №10 тб пл/о,0000000000000000000040476,2014,40476,Аминазин табл п/о плен 50 мг х10
2406,12740, Тералиджен Валента 5мг №50 тб пл/о,0000000000000000000038573,2014,38573,Тералиджен Валента табл. п/о плен 5 мг х50
2407,13967, Прогестерон 25мг/мл 1мл №10 амп масл р-р д/ин,0000000000000000000041845,2014,41845,Прогестерон р-р в/м введ. 2.5 % амп. 1 мл (поддоны). х10
2408,13322, Коделак Нео 1.5мг/мл 100мл сироп,0000000000000000000022639,2014,22639,Коделак Нео сироп 1.5 мг/мл фл пач.карт 100 мл. х1
2409,13374, Марукса 10мг №30 тб пл/о,0000000000000000000039670,2014,39670,Марукса табл п/о плен 10мг х30
2410,10480, Сбор успокоительный (Фитоседан) №3 50г,0000000000000000000012440,2014,12440,Сбор Успокоительный №3 пачка 50 г. (фитоседан) х1
2411,1405," Минирин 0,2мг №30 тб",0000000000000000000000854,2014,854,Минирин табл. 0.2 мг х30
2412,3097, Новинет №21*3 тб,0000000000000000000000916,2014,916,Новинет табл. п/о плен х63
2413,3123, Гепа-мерц 3г/5г №30 гранулы д/приг р-ра д/приема внутрь,0000000000000000000011874,2014,11874,Гепа-Мерц гран. д/приг. р-ра  д/внутр. прим. пак. 3 г  х30
2414,3123, Гепа-мерц 3г/5г №30 гранулы д/приг р-ра д/приема внутрь,0000000000000000000011874,2014,11874,Гепа-Мерц гран. д/приг. р-ра  д/внутр. прим. пак. 3 г  х30
2415,14601, Рекогнан 1000мг/4мл 4мл №5 амп р-р в/в в/м ,0000000000000000000044825,2014,44825,"Рекогнан р-р в/в, в/м введ. 1000 мг/4мл амп. 4 мл х5"
2416,9271, Мастодинон тб гомеоп №60 уп,0000000000000000000009699,2014,9699,Мастодинон табл. х60
2417,2275," Синафлан 0,025% 10г №1 мазь туба",0000000000000000000002919,2014,2919,Синафлан мазь 0.025 % туба 10 г. х1
2418,10489, Осарбон супп ваг 250мг №10,0000000000000000000002907,2014,2907,Осарбон супп вагин. 250 мг х10
2419,10542," Корега ""Экстра Сильный Мятный"" 40г крем фикс",0000000000000000000014159,2014,14159,Корега Экстра стронг минт крем д/фикс. зубн. протезов 40 мл. х1
2420,9174," Корега ""Экстра Сильный Мятный"" 40мл крем фикс",0000000000000000000014159,2014,14159,Корега Экстра стронг минт крем д/фикс. зубн. протезов 40 мл. х1
2421,10547, Пензитал №20 тб кшчр,0000000000000000000022277,2014,22277,Пензитал табл. киш-раств. об х20
2422,9625, Сонапакс 25мг №60 тб п/о,0000000000000000000020214,2014,20214,Сонапакс табл. п/о 25 мг х60
2423,1919, Йодомарин 200 200мкг №50 тб,0000000000000000000000305,2014,305,Йодомарин 200 табл. 0.2 мг х50
2424,9800, Галоперидол 5мг №50 тб,0000000000000000000014944,2014,14944,Галоперидол табл. 5 мг х50
2425,9840, Гастрофарм №18 тб,0000000000000000000014271,2014,14271,Гастрофарм табл. х18
2426,9882, Аркоксиа 90мг №28 тб пл/о,0000000000000000000018888,2014,18888,Аркоксиа табл. п/о плен 90 мг х28
2427,9049, Сульфадиметоксин 500мг №10 тб,0000000000000000000001244,2014,1244,Сульфадиметоксин табл. 500 мг х10
2428,4005, Карипазим 350ПЕ пор д/р-ра №1 фл,0000000000000000000012884,2014,12884,Карипазим лиоф. д/приг. р-ра д/наруж пр. 350 ПЕ  х1
2429,4005, Карипазим 350ПЕ пор д/р-ра №1 фл,0000000000000000000012884,2014,12884,Карипазим лиоф. д/приг. р-ра д/наруж пр. 350 ПЕ  х1
2430,4037, Каметон 30г №1 аэр,0000000000000000000012284,2014,12284,Каметон аэроз. 30 г. х1
2431,4037, Каметон 30г №1 аэр,0000000000000000000012284,2014,12284,Каметон аэроз. 30 г. х1
2432,4048, Моночинкве ретард 50мг №30 капс,0000000000000000000000291,2014,291,Моночинкве ретард капс. 50 мг х30
2433,4097, Диклофенак 50мг №10 супп,0000000000000000000011695,2014,11695,Диклофенак супп. рект. 50 мг х10
2434,14136, Сибри Бризхалер 50мг №30 пор д/инг капс,0000000000000000000040682,2014,40682,Сибри Бризхалер капс с пор. д/инг 50 мкг в комплекте с устр. д/инг х30
2435,14138, Назаваль Плюс 500мг 200дз фл спрей наз дз,0000000000000000000021331,2014,21331,Назаваль Плюс ср-во барьерное отоларинг. 500 мг фл. 200 доз х1
2436,14316," Лошадиная доза ""Стоп разрушение хряща"" 200мл №1бальзам-реноватор ",0000000000000000000042536,2014,42536,Лошадиная доза бальзам-реноватор/тела 200 мл х1
2437,5788, Сирдалуд 2мг №30 тб,0000000000000000000002315,2014,2315,Сирдалуд табл. 2 мг х30
2438,4903," Сбор грудной №4 2,0 №20 ф/п ",0000000000000000000010503,2014,10503,Сбор Грудной №4 ф/п. 2 г. х20
2439,4955, Пипетка офтальм стекл травмобезопасн в футляре №1,0000000000000000000016012,2014,16012,Пипетка офтальмол. в футляре (10%) х1
2440,13418, Перинева 4мг №90 тб,0000000000000000000036952,2014,36952,Перинева  табл. 4 мг х90
2441,13310, Дюфалак 667 мг/мл 15мл №10 пак,0000000000000000000009129,2014,9129,Дюфалак сироп пак. 15 мл. (Лактулоза) х10
2442,15224, Фарингосепт 10мг №20 тб мята,0000000000000000000043147,2014,43147,Фарингосепт /мята/ табл. д/рассас. 10 мг х20
2443,12737, Мексиприм 125мг №60 тб пл/о,0000000000000000000037827,2014,37827,Мексиприм табл. п/о плен 125 мг х60
0,15571, Валерианы корневища с корнями 50г,0000000000000000000003908,2025,3908,Валерианы корневища с корнями пачка 50г
1,4142, Проксодолол 1% 5мл №1 капл гл,0000000000000000000025589,2025,25589,Проксодолол Капли глазн. 1% фл.-кап. 5мл М (R)
2,6198, Бромгексин 8мг №50 тб,0000000000000000000070454,2025,70454,Бромгексин 8мг Таб. Х50
3,6207, Имудон №24 тб д/расс,0000000000000000000100378,2025,100378,Имудон Таб. д/рассасывания Х24
4,15572, Ингарон 100тыс МЕ №1 фл лфзт д/приг-я р-р д/интраназ введ-я,0000000000000000000141354,2025,141354,Ингарон 100тыс.МЕ лиоф-т д/приг. р-ра д/интраназ. введ. Фл. Х1 + р-ль 5мл (R)
5,4365, Муравьиный спирт 50мл №1 р-р,0000000000000000000085331,2025,85331,Муравьиный спирт 1.4% р-р д/наружного прим. спирт. 50мл Фл. Х1
6,6214, Фенистил гель 0.1% 50г (тубы),0000000000000000000102827,2025,102827,Фенистил 0.1% Гель д/наруж. прим. 50г Туба
7,9334, Пентоксифиллин 100мг №60 тб п/к/о,0000000000000000000023683,2025,23683,Пентоксифиллин-СЗ 100мг Таб. покр. кишечнор. об. Х60
8,4832, Пентоксифиллин 100мг №60 тб,0000000000000000000023683,2025,23683,Пентоксифиллин-СЗ 100мг Таб. покр. кишечнор. об. Х60
9,5423, Пентоксифиллин 100мг №60 тб,0000000000000000000023683,2025,23683,Пентоксифиллин-СЗ 100мг Таб. покр. кишечнор. об. Х60
10,13111, Пентоксифиллин-СЗ 100мг №60 тб п/к/о,0000000000000000000023683,2025,23683,Пентоксифиллин-СЗ 100мг Таб. покр. кишечнор. об. Х60
11,12159, Калия йодид 100мкг №100 тб,0000000000000000000029271,2025,29271,Калия Йодид 100мкг Таб. Х100 (ШК3303) (R)
12,5183, Анауран 25мл №1 кап уш,0000000000000000000003826,2025,3826,Анауран Ушные Капли 25мл Фл. Б
13,3950, Перчатки смотр латек диагност  н/ст  №50 (пар) разм M,0000000000000000000023594,2025,23594,Перчатки смотровые латекс. нестер. диагностич. Сред. (пара) Х50 И/м
14,15292, Перчатки диагн латексные н/ст н/опудр р-р М №50 пар ,0000000000000000000023594,2025,23594,Перчатки смотровые латекс. нестер. диагностич. Сред. (пара) Х50 И/м
15,9022, Перчатки смотр н/ст №50 (пар) M,0000000000000000000023594,2025,23594,Перчатки смотровые латекс. нестер. диагностич. Сред. (пара) Х50 И/м
16,9957, Лориста 100мг №30 тб пл/о,0000000000000000000090371,2025,90371,Лориста 100мг Таб. п/пл/об. Х30 (R)
17,9958, Хондроитин-АКОС 250мг капс №50 уп кнт-яч,0000000000000000000029529,2025,29529,Хондроитин-АКОС 250мг Капс. Х50
